0.14	0.2	0.21	0.07	2.62	0.19	0.22	0.1	0.2	0.18
0.13	0.19	0.19	0.08	2.11	0.17	0.2	0.08	0.17	0.17
0.12	0.22	0.22	0.09	1.93	0.15	0.23	0.1	0.2	0.22
0.18	0.26	0.22	0.13	2	0.1	0.26	0.15	0.28	0.24
0.2	0.28	0.23	0.15	1.74	0.17	0.27	0.18	0.31	0.27
0.18	0.28	0.22	0.11	1.66	0.23	0.26	0.15	0.3	0.25
0.19	0.26	0.24	0.13	1.69	0.26	0.26	0.14	0.31	0.23
0.22	0.3	0.27	0.13	1.78	0.28	0.25	0.15	0.34	0.29
0.23	0.3	0.28	0.15	1.6	0.3	0.24	0.18	0.37	0.28
0.24	0.29	0.27	0.14	1.74	0.28	0.23	0.16	0.33	0.27
0.23	0.26	0.23	0.11	1.57	0.27	0.21	0.14	0.32	0.24
0.2	0.26	0.22	0.12	1.24	0.24	0.21	0.13	0.31	0.22
0.21	0.25	0.21	0.12	1.06	0.26	0.21	0.13	0.27	0.22
0.26	0.28	0.21	0.11	0.97	0.25	0.22	0.15	0.27	0.22
0.26	0.29	0.17	0.1	0.91	0.25	0.25	0.15	0.28	0.22
0.27	0.3	0.24	0.11	0.87	0.24	0.25	0.16	0.3	0.23
0.28	0.31	0.21	0.12	0.8	0.23	0.29	0.12	0.3	0.25
0.33	0.34	0.2	0.13	0.87	0.24	0.32	0.12	0.35	0.26
0.33	0.33	0.21	0.13	0.81	0.25	0.32	0.13	0.34	0.26
0.33	0.35	0.22	0.15	0.83	0.26	0.35	0.15	0.36	0.29
0.31	0.37	0.23	0.16	0.79	0.26	0.37	0.15	0.37	0.3
0.31	0.37	0.24	0.15	0.76	0.25	0.37	0.14	0.37	0.29
0.31	0.37	0.25	0.14	0.72	0.25	0.4	0.15	0.38	0.3
0.32	0.39	0.25	0.15	0.65	0.25	0.41	0.14	0.39	0.31
0.3	0.36	0.22	0.14	0.55	0.23	0.38	0.13	0.36	0.28
0.32	0.38	0.24	0.15	0.57	0.23	0.4	0.14	0.36	0.34
0.34	0.41	0.27	0.17	0.61	0.25	0.46	0.16	0.42	0.37
0.33	0.38	0.27	0.17	0.56	0.26	0.45	0.19	0.44	0.35
0.29	0.33	0.24	0.16	0.49	0.23	0.4	0.17	0.37	0.31
0.27	0.33	0.26	0.15	0.48	0.23	0.4	0.17	0.38	0.33
0.27	0.33	0.25	0.13	0.49	0.21	0.4	0.15	0.37	0.33
0.28	0.33	0.24	0.13	0.51	0.19	0.4	0.16	0.37	0.34
0.27	0.33	0.25	0.13	0.5	0.2	0.39	0.17	0.36	0.33
0.25	0.29	0.23	0.12	0.47	0.17	0.36	0.17	0.32	0.31
0.25	0.3	0.24	0.12	0.45	0.18	0.35	0.17	0.31	0.31
0.21	0.23	0.24	0.13	0.39	0.19	0.31	0.15	0.27	0.23
0.2	0.22	0.19	0.07	0.38	0.16	0.28	0.11	0.22	0.19
0.2	0.23	0.18	0.07	0.39	0.28	0.28	0.11	0.23	0.19
0.2	0.21	0.17	0.08	0.34	0.26	0.25	0.11	0.23	0.18
0.2	0.22	0.17	0.09	0.36	0.26	0.25	0.1	0.24	0.19
0.2	0.21	0.23	0.09	0.35	0.24	0.24	0.13	0.23	0.19
0.2	0.22	0.24	0.09	0.35	0.23	0.24	0.14	0.24	0.21
0.19	0.22	0.23	0.09	0.34	0.24	0.24	0.12	0.25	0.2
0.18	0.21	0.22	0.08	0.36	0.25	0.24	0.12	0.26	0.19
